Operation_ID,Operator_ID,Operation_type,Operation_timestamp,OHH_code,Location_from,Location_to,Reference_ID,Reference_name,Qty,TKID_code,Order_ID,Operation_status
OP297052,A000017,MOVE,1764587821,538089,QUA,ST20,P00X02,"Edriseur luxe ""X02""",38,369897,AZO81406,OK
OP297053,A000106,MOVE,1764587827,422161,PROD,TPA,P00X99,"Edriseur luxe ""X99""",4,529444,AZO80407,OK
OP297054,A000017,MOVE,1764587880,7017,TPA,SHIP,P00C14,"Edriseur type ""C14""",51,218805,AZO80798,OK
OP297055,A000017,MOVE,1764587916,607954,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",3,76373,FOD81325,OK
OP297056,A000127,MOVE,1764588076,403994,ST20,TPA,P00X02,"Edriseur luxe ""X02""",38,54950,AZO81406,OK
OP297057,A000017,MOVE,1764588086,655280,ST20,QUA,P00X01,"Edriseur luxe ""X01""",8,815265,AZO81272,OK
OP297058,A000024,MOVE,1764588114,281606,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",4,316614,AZO80407,OK
OP297059,A000106,MOVE,1764588282,224105,ST10,TPA,P00V90,"Edriseur turbo ""V90""",30,452753,AZO81510,OK
OP297060,A000017,MOVE,1764588423,107631,QUA,ST20,P00X01,"Edriseur luxe ""X01""",8,108951,AZO81272,OK
OP297061,A000133,MOVE,1764588433,186309,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",38,27333,AZO81406,OK
OP297062,A000024,MOVE,1764588604,495790,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",30,531036,AZO81510,OK
OP297063,A999999,ORDER,1764588620,550916,,,,,,122434,FOD80078,OK
OP297064,A000017,MOVE,1764588794,295508,ST20,TPA,P00X01,"Edriseur luxe ""X01""",8,695868,AZO81272,OK
OP297065,A000024,MOVE,1764588819,795911,PROD,ST10,P00C13,"Edriseur type ""C13""",31,80728,FOD80078,OK
OP297066,A999999,ORDER,1764588897,433878,,,,,,120974,SMP80631,OK
OP297067,A000024,MOVE,1764589111,159591,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",8,370445,AZO81272,OK
OP297068,A000128,MOVE,1764589260,269114,ST10,TPA,P00C13,"Edriseur type ""C13""",31,495332,FOD80078,OK
OP297069,A999999,ORDER,1764589264,348854,,,,,,414638,GAA81689,OK
OP297070,A999999,ORDER,1764589323,651921,,,,,,414591,AZO81128,OK
OP297071,A000017,MOVE,1764589491,124896,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",143,521467,SMP80631,OK
OP297072,A000024,MOVE,1764589526,812506,TPA,SHIP,P00C13,"Edriseur type ""C13""",31,400872,FOD80078,OK
OP297073,A000106,MOVE,1764589794,29463,PROD,ST10,P00X02,"Edriseur luxe ""X02""",24,368834,GAA81689,OK
OP297074,A000024,MOVE,1764589892,509126,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",143,633125,SMP80631,OK
OP297075,A999999,ORDER,1764589961,108649,,,,,,578192,FOD81257,OK
OP297076,A999999,ORDER,1764590000,445388,,,,,,115826,FOD80450,OK
OP297077,A999999,ORDER,1764590022,333910,,,,,,623910,AZO80874,OK
OP297078,A999999,ORDER,1764590062,104932,,,,,,145826,GAA81238,OK
OP297079,A000062,MOVE,1764590188,5705,ST10,TPA,P00X02,"Edriseur luxe ""X02""",24,98155,GAA81689,OK
OP297080,A000024,MOVE,1764590238,740953,PROD,TPA,P00C37,"Edriseur type ""C37""",7,279226,FOD80450,OK
OP297081,A999999,ORDER,1764590283,424882,,,,,,387985,FOD80597,OK
OP297082,A999999,ORDER,1764590346,779226,,,,,,48422,FOD81195,OK
OP297083,A000024,MOVE,1764590374,106533,PROD,ST20,P00C14,"Edriseur type ""C14""",88,715732,GAA81238,OK
OP297084,A000127,MOVE,1764590418,214469,PROD,TPA,P00C18,"Edriseur type ""C18""",86,432335,AZO80874,OK
OP297085,A000017,MOVE,1764590424,771413,PROD,TPA,P00X01,"Edriseur luxe ""X01""",6,712119,FOD81257,OK
OP297086,A000127,MOVE,1764590541,351951,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",24,103528,GAA81689,OK
OP297087,A000017,MOVE,1764590626,712871,TPA,SHIP,P00C37,"Edriseur type ""C37""",7,98401,FOD80450,OK
OP297088,A999999,ORDER,1764590635,343990,,,,,,809723,FOD81933,OK
OP297089,A000106,MOVE,1764590922,546470,ST20,QUA,P00C14,"Edriseur type ""C14""",88,339274,GAA81238,OK
OP297090,A999999,ORDER,1764591099,793823,,,,,,482935,GAA80766,OK
OP297091,A000062,MOVE,1764591225,130882,PROD,ST20,P00C13,"Edriseur type ""C13""",8,674427,AZO81128,OK
OP297092,A000024,MOVE,1764591295,544291,PROD,ST10,P00X02,"Edriseur luxe ""X02""",44,560703,FOD81195,OK
OP297093,A000062,MOVE,1764591426,698026,PROD,ST10,P00C18,"Edriseur type ""C18""",22,280824,GAA80766,OK
OP297094,A000024,MOVE,1764591530,224176,ST10,TPA,P00X02,"Edriseur luxe ""X02""",44,332522,FOD81195,OK
OP297095,A000024,MOVE,1764591566,141244,QUA,ST20,P00C14,"Edriseur type ""C14""",88,90876,GAA81238,OK
OP297096,A999999,ORDER,1764591677,577351,,,,,,602817,FOD80556,OK
OP297097,A999999,ORDER,1764591681,138488,,,,,,4012,AZO80498,OK
OP297098,A000024,MOVE,1764591740,437530,PROD,ST10,P00C27,"Edriseur type ""C27""",3,398471,FOD81933,OK
OP297099,A000024,MOVE,1764591763,142634,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",6,410862,FOD81257,OK
OP297100,A999999,ORDER,1764591791,93802,,,,,,346127,AZO80172,OK
OP297101,A000024,MOVE,1764591812,596373,ST20,QUA,P00C13,"Edriseur type ""C13""",8,231040,AZO81128,OK
OP297102,A000017,MOVE,1764591903,64849,TPA,SHIP,P00C18,"Edriseur type ""C18""",86,435463,AZO80874,OK
OP297103,A000024,MOVE,1764591960,535295,QUA,ST20,P00C13,"Edriseur type ""C13""",8,739848,AZO81128,OK
OP297104,A000017,MOVE,1764592002,436715,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",44,738242,FOD81195,OK
OP297105,A000017,MOVE,1764592020,145668,ST10,TPA,P00C27,"Edriseur type ""C27""",3,764965,FOD81933,OK
OP297106,A000106,MOVE,1764592038,112810,PROD,ST10,P00C18,"Edriseur type ""C18""",2,394053,FOD80556,OK
OP297107,A000106,MOVE,1764592162,279653,ST10,TPA,P00C18,"Edriseur type ""C18""",22,782747,GAA80766,OK
OP297108,A000133,MOVE,1764592195,176431,PROD,TPA,P00X02,"Edriseur luxe ""X02""",34,323911,AZO80498,OK
OP297109,A000133,MOVE,1764592224,754146,ST20,TPA,P00C14,"Edriseur type ""C14""",88,207290,GAA81238,OK
OP297110,A000017,MOVE,1764592340,109542,TPA,SHIP,P00C27,"Edriseur type ""C27""",3,525622,FOD81933,OK
OP297111,A999999,ORDER,1764592342,363522,,,,,,616213,AZO80318,OK
OP297112,A000133,MOVE,1764592493,603661,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",34,151349,AZO80498,OK
OP297113,A000017,MOVE,1764592523,793842,TPA,SHIP,P00C18,"Edriseur type ""C18""",22,603767,GAA80766,OK
OP297114,A000133,MOVE,1764592528,563395,ST10,TPA,P00C18,"Edriseur type ""C18""",2,660752,FOD80556,OK
OP297115,A999999,ORDER,1764592634,813308,,,,,,631695,FOD81598,OK
OP297116,A000024,MOVE,1764592662,456125,PROD,TPA,P00C13,"Edriseur type ""C13""",5,232389,AZO80172,OK
OP297117,A000024,MOVE,1764592754,633572,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",83,130576,FOD80597,OK
OP297118,A000133,MOVE,1764592776,719942,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",7,796499,AZO80318,OK
OP297119,A000127,MOVE,1764592821,114424,TPA,SHIP,P00C14,"Edriseur type ""C14""",88,159057,GAA81238,OK
OP297120,A000128,MOVE,1764593021,160833,TPA,SHIP,P00C18,"Edriseur type ""C18""",2,611326,FOD80556,OK
OP297121,A000017,MOVE,1764593304,271919,ST20,TPA,P00C13,"Edriseur type ""C13""",8,248820,AZO81128,OK
OP297122,A000024,MOVE,1764593325,665854,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",83,226930,FOD80597,OK
OP297123,A000127,MOVE,1764593478,741434,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",7,715574,AZO80318,OK
OP297124,A999999,ORDER,1764593604,101199,,,,,,651466,GAA79687,OK
OP297125,A000127,MOVE,1764593651,455177,TPA,SHIP,P00C13,"Edriseur type ""C13""",8,194953,AZO81128,OK
OP297126,A999999,ORDER,1764593658,536528,,,,,,21260,AZO81324,OK
OP297127,A999999,ORDER,1764593713,218146,,,,,,765033,AZO80064,OK
OP297128,A000017,MOVE,1764593725,59430,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",83,7631,FOD80597,OK
OP297129,A000024,MOVE,1764593809,273836,TPA,SHIP,P00C13,"Edriseur type ""C13""",5,712568,AZO80172,OK
OP297130,A999999,ORDER,1764593860,36728,,,,,,330702,AZO80800,OK
OP297131,A000024,MOVE,1764593934,380872,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",137,141779,AZO81324,OK
OP297132,A000017,MOVE,1764594070,488879,PROD,ST10,P00X99,"Edriseur luxe ""X99""",3,792540,FOD81598,OK
OP297133,A000106,MOVE,1764594302,610134,PROD,ST20,P00X99,"Edriseur luxe ""X99""",129,89254,AZO80800,OK
OP297134,A000017,MOVE,1764594312,520854,ST10,TPA,P00X99,"Edriseur luxe ""X99""",3,348095,FOD81598,OK
OP297135,A000106,MOVE,1764594384,434918,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",137,21461,AZO81324,OK
OP297136,A000024,MOVE,1764594388,106627,PROD,TPA,P00X01,"Edriseur luxe ""X01""",4,206925,GAA79687,OK
OP297137,A000017,MOVE,1764594700,392963,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",3,23382,FOD81598,OK
OP297138,A000017,MOVE,1764594745,755544,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",137,695952,AZO81324,OK
OP297139,A000127,MOVE,1764594892,361073,ST20,QUA,P00X99,"Edriseur luxe ""X99""",129,220778,AZO80800,OK
OP297140,A000024,MOVE,1764594972,462912,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",4,499017,GAA79687,OK
OP297141,A000127,MOVE,1764595443,158381,QUA,ST20,P00X99,"Edriseur luxe ""X99""",129,583303,AZO80800,OK
OP297142,A000024,MOVE,1764595733,400322,ST20,TPA,P00X99,"Edriseur luxe ""X99""",129,789983,AZO80800,OK
OP297143,A000017,MOVE,1764596270,148072,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",129,637351,AZO80800,OK
OP297144,A000127,MOVE,1764596448,758015,PROD,ST10,P00C13,"Edriseur type ""C13""",5,493344,AZO80064,OK
OP297145,A000127,MOVE,1764596931,507963,ST10,TPA,P00C13,"Edriseur type ""C13""",5,415848,AZO80064,OK
OP297146,A000133,MOVE,1764597090,606311,TPA,SHIP,P00C13,"Edriseur type ""C13""",5,301406,AZO80064,OK
OP297147,A999999,ORDER,1764651875,390996,,,,,,298603,SMP80176,OK
OP297148,A999999,ORDER,1764652108,351948,,,,,,270366,AZO80422,OK
OP297149,A000017,MOVE,1764652542,277300,PROD,ST10,P00X02,"Edriseur luxe ""X02""",3,640009,AZO80422,OK
OP297150,A999999,ORDER,1764652630,206170,,,,,,675633,GAA81242,OK
OP297151,A000024,MOVE,1764652702,102841,PROD,ST10,P00V90,"Edriseur turbo ""V90""",80,568429,SMP80176,OK
OP297152,A999999,ORDER,1764653004,16027,,,,,,171993,FOD80926,OK
OP297153,A000133,MOVE,1764653125,511363,ST10,QUA,P00X02,"Edriseur luxe ""X02""",3,280734,AZO80422,OK
OP297154,A000024,MOVE,1764653129,810097,ST10,TPA,P00V90,"Edriseur turbo ""V90""",80,134394,SMP80176,OK
OP297155,A000062,MOVE,1764653162,138660,PROD,TPA,P00C37,"Edriseur type ""C37""",12,652171,FOD80926,OK
OP297156,A000127,MOVE,1764653201,534619,PROD,ST10,P00V80,"Edriseur turbo ""V80""",2,366092,GAA81242,OK
OP297157,A000024,MOVE,1764653377,288187,TPA,SHIP,P00C37,"Edriseur type ""C37""",12,405240,FOD80926,OK
OP297158,A000127,MOVE,1764653454,167294,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",80,392055,SMP80176,OK
OP297159,A000017,MOVE,1764653494,85315,QUA,ST10,P00X02,"Edriseur luxe ""X02""",3,644962,AZO80422,OK
OP297160,A999999,ORDER,1764653520,750985,,,,,,75093,AZO81915,OK
OP297161,A999999,ORDER,1764653615,712658,,,,,,743087,FOD80957,OK
OP297162,A000024,MOVE,1764653681,317902,ST10,QUA,P00V80,"Edriseur turbo ""V80""",2,354746,GAA81242,OK
OP297163,A000106,MOVE,1764653709,204039,PROD,ST10,P00V90,"Edriseur turbo ""V90""",16,529950,AZO81915,OK
OP297164,A999999,ORDER,1764653725,667972,,,,,,269568,FOD80709,OK
OP297165,A999999,ORDER,1764653851,30086,,,,,,744898,AZO81444,OK
OP297166,A000128,MOVE,1764653931,42973,ST10,TPA,P00X02,"Edriseur luxe ""X02""",3,136610,AZO80422,OK
OP297167,A999999,ORDER,1764654016,544574,,,,,,757862,GAA81220,OK
OP297168,A000017,MOVE,1764654178,709692,PROD,ST10,P00C19,"Edriseur type ""C19""",12,724030,FOD80957,OK
OP297169,A000062,MOVE,1764654209,173752,PROD,ST10,P00V80,"Edriseur turbo ""V80""",2,632508,FOD80709,OK
OP297170,A000024,MOVE,1764654257,245243,QUA,ST10,P00V80,"Edriseur turbo ""V80""",2,554050,GAA81242,OK
OP297171,A999999,ORDER,1764654366,703122,,,,,,89654,GAA80781,OK
OP297172,A000106,MOVE,1764654386,756630,ST10,TPA,P00V90,"Edriseur turbo ""V90""",16,659764,AZO81915,OK
OP297173,A000062,MOVE,1764654441,92413,PROD,ST20,P00C13,"Edriseur type ""C13""",2,787645,GAA81220,OK
OP297174,A000133,MOVE,1764654456,273964,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",3,578528,AZO80422,OK
OP297175,A000017,MOVE,1764654505,148312,PROD,TPA,P00X99,"Edriseur luxe ""X99""",18,110889,AZO81444,OK
OP297176,A000024,MOVE,1764654526,403074,ST10,TPA,P00V80,"Edriseur turbo ""V80""",2,399336,FOD80709,OK
OP297177,A000127,MOVE,1764654563,732899,ST10,TPA,P00C19,"Edriseur type ""C19""",12,653751,FOD80957,OK
OP297178,A000017,MOVE,1764654602,336991,ST20,QUA,P00C13,"Edriseur type ""C13""",2,288727,GAA81220,OK
OP297179,A000106,MOVE,1764654704,38566,TPA,SHIP,P00C19,"Edriseur type ""C19""",12,365252,FOD80957,OK
OP297180,A000127,MOVE,1764654770,58783,ST10,TPA,P00V80,"Edriseur turbo ""V80""",2,806488,GAA81242,OK
OP297181,A000024,MOVE,1764654859,262245,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",16,221047,AZO81915,OK
OP297182,A000127,MOVE,1764654952,737997,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",2,701337,FOD80709,OK
OP297183,A000128,MOVE,1764655013,492731,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",18,92445,AZO81444,OK
OP297184,A999999,ORDER,1764655044,52489,,,,,,694054,GAA81901,OK
OP297185,A000024,MOVE,1764655094,464784,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",2,498293,GAA81242,OK
OP297186,A000024,MOVE,1764655267,110793,PROD,ST10,P00C19,"Edriseur type ""C19""",2,387590,GAA80781,OK
OP297187,A000017,MOVE,1764655272,522616,PROD,TPA,P00V90,"Edriseur turbo ""V90""",13,45760,GAA81901,OK
OP297188,A000024,MOVE,1764655584,767236,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",13,495879,GAA81901,OK
OP297189,A000106,MOVE,1764655730,44500,ST10,TPA,P00C19,"Edriseur type ""C19""",2,290659,GAA80781,OK
OP297190,A000062,MOVE,1764655771,732396,QUA,ST20,P00C13,"Edriseur type ""C13""",2,87678,GAA81220,OK
OP297191,A000017,MOVE,1764656195,300488,ST20,TPA,P00C13,"Edriseur type ""C13""",2,185300,GAA81220,OK
OP297192,A999999,ORDER,1764656390,498254,,,,,,335483,FOD80628,OK
OP297193,A999999,ORDER,1764656401,586368,,,,,,724682,GAA81921,OK
OP297194,A999999,ORDER,1764656412,244037,,,,,,399496,FOD80352,OK
OP297195,A000062,MOVE,1764656490,596056,TPA,SHIP,P00C13,"Edriseur type ""C13""",2,796923,GAA81220,OK
OP297196,A999999,ORDER,1764656553,170748,,,,,,693962,AZO80955,OK
OP297197,A999999,ORDER,1764656771,792060,,,,,,404518,FOD81866,OK
OP297198,A000024,MOVE,1764656805,41499,TPA,SHIP,P00C19,"Edriseur type ""C19""",2,243851,GAA80781,OK
OP297199,A999999,ORDER,1764656809,251243,,,,,,199442,SMP79864,OK
OP297200,A000024,MOVE,1764656908,90086,PROD,ST10,P00X01,"Edriseur luxe ""X01""",9,645977,GAA81921,OK
OP297201,A000017,MOVE,1764656934,717340,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",4,802079,FOD80352,OK
OP297202,A000017,MOVE,1764657016,18376,PROD,ST20,P00X25,"Edriseur nouveau ""2025""",67,765562,FOD81866,OK
OP297203,A000024,MOVE,1764657038,805285,PROD,ST10,P00C37,"Edriseur type ""C37""",23,786321,AZO80955,OK
OP297204,A999999,ORDER,1764657085,150872,,,,,,143191,AZO80230,OK
OP297205,A999999,ORDER,1764657119,659891,,,,,,350138,GAA80681,OK
OP297206,A000133,MOVE,1764657165,309117,PROD,ST20,P00V85,"Edriseur turbo ""V85""",2,31201,FOD80628,OK
OP297207,A000024,MOVE,1764657289,193836,PROD,ST10,P00X01,"Edriseur luxe ""X01""",2,671696,AZO80230,OK
OP297208,A000017,MOVE,1764657316,143564,ST10,TPA,P00X01,"Edriseur luxe ""X01""",9,302624,GAA81921,OK
OP297209,A000017,MOVE,1764657372,712436,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",4,599589,FOD80352,OK
OP297210,A999999,ORDER,1764657460,410068,,,,,,496951,FOD80038,OK
OP297211,A000062,MOVE,1764657481,466760,ST20,QUA,P00X25,"Edriseur nouveau ""2025""",67,19890,FOD81866,OK
OP297212,A999999,ORDER,1764657519,266024,,,,,,652944,SMP79792,OK
OP297213,A000024,MOVE,1764657524,18641,ST10,TPA,P00C37,"Edriseur type ""C37""",23,612028,AZO80955,OK
OP297214,A999999,ORDER,1764657580,735963,,,,,,553647,SMP81525,OK
OP297215,A000128,MOVE,1764657588,13033,PROD,ST10,P00X01,"Edriseur luxe ""X01""",2,93289,GAA80681,OK
OP297216,A000024,MOVE,1764657648,425485,ST20,QUA,P00V85,"Edriseur turbo ""V85""",2,404461,FOD80628,OK
OP297217,A000017,MOVE,1764657662,783872,QUA,ST20,P00X25,"Edriseur nouveau ""2025""",67,748854,FOD81866,OK
OP297218,A000106,MOVE,1764657675,225864,PROD,ST10,P00X01,"Edriseur luxe ""X01""",135,312809,SMP79792,OK
OP297219,A000133,MOVE,1764657811,163286,ST10,TPA,P00X01,"Edriseur luxe ""X01""",2,585219,GAA80681,OK
OP297220,A000133,MOVE,1764657823,602108,ST20,TPA,P00X25,"Edriseur nouveau ""2025""",67,381430,FOD81866,OK
OP297221,A000017,MOVE,1764657865,531689,ST10,TPA,P00X01,"Edriseur luxe ""X01""",2,642829,AZO80230,OK
OP297222,A000133,MOVE,1764657978,47153,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",9,508186,GAA81921,OK
OP297223,A000127,MOVE,1764657997,700652,PROD,ST10,P00X99,"Edriseur luxe ""X99""",5,731590,SMP79864,OK
OP297224,A000024,MOVE,1764658047,257993,PROD,ST10,P00C37,"Edriseur type ""C37""",4,780890,FOD80038,OK
OP297225,A000133,MOVE,1764658098,599870,ST10,TPA,P00X01,"Edriseur luxe ""X01""",135,1606,SMP79792,OK
OP297226,A000017,MOVE,1764658116,640043,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",2,356920,GAA80681,OK
OP297227,A999999,ORDER,1764658134,381053,,,,,,181162,AZO81293,OK
OP297228,A000024,MOVE,1764658137,411844,QUA,ST20,P00V85,"Edriseur turbo ""V85""",2,791121,FOD80628,OK
OP297229,A000127,MOVE,1764658196,232105,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",2,17511,AZO80230,OK
OP297230,A000062,MOVE,1764658236,120323,ST10,QUA,P00X99,"Edriseur luxe ""X99""",5,466754,SMP79864,OK
OP297231,A000062,MOVE,1764658297,573486,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",67,183660,FOD81866,OK
OP297232,A000127,MOVE,1764658344,163955,PROD,TPA,P00X02,"Edriseur luxe ""X02""",5,116660,AZO81293,OK
OP297233,A000127,MOVE,1764658434,389935,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",135,590565,SMP79792,OK
OP297234,A000106,MOVE,1764658529,145210,PROD,ST20,P00X01,"Edriseur luxe ""X01""",6,57196,SMP81525,OK
OP297235,A000017,MOVE,1764658550,145399,ST10,TPA,P00C37,"Edriseur type ""C37""",4,323833,FOD80038,OK
OP297236,A000127,MOVE,1764658592,388553,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",5,414415,AZO81293,OK
OP297237,A000024,MOVE,1764658652,97673,QUA,ST10,P00X99,"Edriseur luxe ""X99""",5,553209,SMP79864,OK
OP297238,A000133,MOVE,1764658671,657699,TPA,SHIP,P00C37,"Edriseur type ""C37""",4,150793,FOD80038,OK
OP297239,A999999,ORDER,1764658758,578958,,,,,,784916,FOD81462,OK
OP297240,A000024,MOVE,1764658861,613121,ST20,TPA,P00V85,"Edriseur turbo ""V85""",2,292166,FOD80628,OK
OP297241,A000024,MOVE,1764658873,183808,ST20,QUA,P00X01,"Edriseur luxe ""X01""",6,274109,SMP81525,OK
OP297242,A999999,ORDER,1764658886,293711,,,,,,389128,GAA81127,OK
OP297243,A000017,MOVE,1764658907,436780,PROD,ST10,P00C37,"Edriseur type ""C37""",71,658801,FOD81462,OK
OP297244,A000133,MOVE,1764659037,136354,TPA,SHIP,P00C37,"Edriseur type ""C37""",23,255029,AZO80955,OK
OP297245,A000017,MOVE,1764659043,246972,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",2,462720,FOD80628,OK
OP297246,A000017,MOVE,1764659066,537961,PROD,TPA,P00C14,"Edriseur type ""C14""",28,10477,GAA81127,OK
OP297247,A000024,MOVE,1764659146,461288,ST10,TPA,P00C37,"Edriseur type ""C37""",71,757016,FOD81462,OK
OP297248,A000127,MOVE,1764659164,348062,QUA,ST20,P00X01,"Edriseur luxe ""X01""",6,712850,SMP81525,OK
OP297249,A000017,MOVE,1764659244,49212,ST10,TPA,P00X99,"Edriseur luxe ""X99""",5,681788,SMP79864,OK
OP297250,A000127,MOVE,1764659248,662968,TPA,SHIP,P00C14,"Edriseur type ""C14""",28,758672,GAA81127,OK
OP297251,A000017,MOVE,1764659293,348268,ST20,TPA,P00X01,"Edriseur luxe ""X01""",6,539389,SMP81525,OK
OP297252,A000017,MOVE,1764659554,246508,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",6,753372,SMP81525,OK
OP297253,A000133,MOVE,1764659682,123519,TPA,SHIP,P00C37,"Edriseur type ""C37""",71,421681,FOD81462,OK
OP297254,A000127,MOVE,1764659709,523802,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",5,714938,SMP79864,OK
OP297255,A999999,ORDER,1764660004,360784,,,,,,616445,SMP81652,OK
OP297256,A999999,ORDER,1764660188,266189,,,,,,551101,AZO80106,OK
OP297257,A000017,MOVE,1764660243,215322,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",5,714980,SMP81652,OK
OP297258,A999999,ORDER,1764660311,91299,,,,,,266281,AZO81081,OK
OP297259,A000127,MOVE,1764660436,114457,PROD,TPA,P00C37,"Edriseur type ""C37""",2,792975,AZO80106,OK
OP297260,A000127,MOVE,1764660594,357985,TPA,SHIP,P00C37,"Edriseur type ""C37""",2,123687,AZO80106,OK
OP297261,A000127,MOVE,1764660685,661657,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",5,31855,SMP81652,OK
OP297262,A000062,MOVE,1764660694,778031,PROD,TPA,P00V85,"Edriseur turbo ""V85""",3,398060,AZO81081,OK
OP297263,A000017,MOVE,1764660928,286036,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",5,368587,SMP81652,OK
OP297264,A999999,ORDER,1764661017,424109,,,,,,133390,AZO79967,OK
OP297265,A000062,MOVE,1764661291,335620,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",3,323882,AZO81081,OK
OP297266,A999999,ORDER,1764661378,199525,,,,,,553741,AZO80540,OK
OP297267,A000017,MOVE,1764661553,784762,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",19,43042,AZO79967,OK
OP297268,A999999,ORDER,1764661847,805584,,,,,,45477,FOD81363,OK
OP297269,A000017,MOVE,1764661935,513563,PROD,ST10,P00C14,"Edriseur type ""C14""",20,243161,AZO80540,OK
OP297270,A000024,MOVE,1764662032,499623,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",19,232857,AZO79967,OK
OP297271,A999999,ORDER,1764662053,356277,,,,,,281718,FOD80585,OK
OP297272,A999999,ORDER,1764662111,352744,,,,,,683975,FOD80069,OK
OP297273,A000024,MOVE,1764662313,676405,ST10,TPA,P00C14,"Edriseur type ""C14""",20,495789,AZO80540,OK
OP297274,A000127,MOVE,1764662346,298390,PROD,ST10,P00V80,"Edriseur turbo ""V80""",3,87762,FOD81363,OK
OP297275,A000017,MOVE,1764662433,728218,PROD,ST20,P00C13,"Edriseur type ""C13""",7,13435,FOD80585,OK
OP297276,A000017,MOVE,1764662529,250449,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",43,693780,FOD80069,OK
OP297277,A999999,ORDER,1764662574,738427,,,,,,416671,AZO79973,OK
OP297278,A000017,MOVE,1764662727,407044,ST20,QUA,P00C13,"Edriseur type ""C13""",7,755301,FOD80585,OK
OP297279,A000024,MOVE,1764662803,301542,ST10,TPA,P00V80,"Edriseur turbo ""V80""",3,569584,FOD81363,OK
OP297280,A000024,MOVE,1764662827,90708,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",19,636842,AZO79967,OK
OP297281,A000024,MOVE,1764662829,419315,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",43,583975,FOD80069,OK
OP297282,A999999,ORDER,1764662843,419907,,,,,,799186,FOD79731,OK
OP297283,A000024,MOVE,1764662875,676719,TPA,SHIP,P00C14,"Edriseur type ""C14""",20,326607,AZO80540,OK
OP297284,A000024,MOVE,1764663010,81481,PROD,ST10,P00C13,"Edriseur type ""C13""",113,294345,AZO79973,OK
OP297285,A999999,ORDER,1764663058,75381,,,,,,554201,FOD79843,OK
OP297286,A999999,ORDER,1764663146,425423,,,,,,262933,GAA80339,OK
OP297287,A000017,MOVE,1764663146,281193,QUA,ST20,P00C13,"Edriseur type ""C13""",7,336914,FOD80585,OK
OP297288,A999999,ORDER,1764663191,492400,,,,,,115953,FOD80844,OK
OP297289,A000017,MOVE,1764663250,763071,PROD,ST10,P00V80,"Edriseur turbo ""V80""",2,671124,FOD79731,OK
OP297290,A000024,MOVE,1764663310,129401,ST10,TPA,P00C13,"Edriseur type ""C13""",113,554415,AZO79973,OK
OP297291,A999999,ORDER,1764663312,86488,,,,,,805500,GAA79895,OK
OP297292,A000017,MOVE,1764663336,675034,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",3,677387,FOD81363,OK
